login,id,node_id,avatar_url,user_id,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,user_type,site_admin
jlpadilla,<built-in function id>,MDQ6VXNlcjQ2NzEzMjU=,https://avatars.githubusercontent.com/u/4671325?v=4,4671325,https://github.com/jlpadilla,https://api.github.com/users/jlpadilla/followers,https://api.github.com/users/jlpadilla/following{/other_user},https://api.github.com/users/jlpadilla/gists{/gist_id},https://api.github.com/users/jlpadilla/starred{/owner}{/repo},https://api.github.com/users/jlpadilla/subscriptions,https://api.github.com/users/jlpadilla/orgs,https://api.github.com/users/jlpadilla/repos,https://api.github.com/users/jlpadilla/events{/privacy},https://api.github.com/users/jlpadilla/received_events,User,False
